id,tweets_en,searchQuery,Sentiment
1719987841847919096,"Hamas announced its conditions for the ceasefire:

1- Permanent lifting of the blockade of Gaza by land, sea and air, opening of all gates within 24 hours, opening of airports and ports.

2- Release of 58 Palestinian children.

Release of 3-285 female prisoners.

4-Hamas members 3,000

5- 2,980 Fatah members, especially Mervan Barghouti

6- 380 members of the Popular Front

7- 288 members of the Democratic Front

8- Release of 2,700 prisoners of Islamic Jihad

9- Release of Jordanian, Lebanese, Syrian, Egyptian: Muslim, Christian, Shiite, Sunni, Druze, Armenian, Bosnian, Kurdish and Circassian prisoners arrested for supporting the Palestinian cause.

10- A committee consisting of international and Palestinians ensures the supervision of prisons.

11- Return of Palestine's confiscated funds worth 650 Million USD.

12- Stopping the attacks against Masjid al-Aqsa.

13- Preventing invading settlers.

14- Meticulously rebuilding everything that Israel destroyed in Gaza, starting from October 7.",Hamas,neutral
1720318744696930571,"It's good if you don't support the Zionists, it means your brain is still right. Study properly. You yourself look for data from the Zionists themselves, you also look at it through the eyes of Hamas and the Palestinians. There is no smoke if there is no fire. I also don't eat from them, wow, I'm an intellectual person. Hehe, I'm cosplaying as you",Hamas,neutral
1720282515842199990,"Israel and the US are taking such a spanking they daren't even mention it. Look what happened just today:

-The Iraqi resistance fired at Israeli targets in the Dead Sea (!) for the first time

-Hezbollah attacked 19 different Israeli positions using mortars, rockets, precision missiles, and drones for the first time. Direct hits confirmed and Israeli helicopters evacuating many wounded Israeli soldiers.

-The Resistance also struck the US occupation's bases at Shadadee oil fields in Syria and Erbil in Iraq.

-This is barely 24h after Yemen fired a volley of drones and ballistic cruise missiles at ""Israel"" from over 1500km.

This isn't even close to full operational capability. The West have bitten off more than they can chew.",Israel,negative
1720175588575514745,"Saying “Muslim countries don’t even support LGBT people” as an attempted talking point to make people agree with Israel committing genocide is fucked up on its own, 

But it’s also hilariously audacious because gay marriage is illegal in Israel.",Israel,negative
1720289705835540518,"“Israel has carried out the war crime of collective punishment and continues to do that.” 

Yasmine Ahmed, UK Director of Human Rights Watch tells Al Jazeera of the dire situation for the children of Gaza ⤵️",Israel,negative
1720318748857688301,While the Iranian stooge leader won’t be there it looks like a lot of other stooges will be. A target rich environment. I wonder if loitering drones will be around in case Iran chooses to launch these particular dogs at Israel.,Israel,negative
1720165477295472800,"Summary of Reichminister @HabeckPress speech: Because Germany committed genocide against the Jews in the past, it is today our solemn duty, nay our very raison d’etre, to support Jews in Israel when they commit genocide now.",Israel,negative
1718610346146238565,Palestine was basically israel because of what? star of david? explain how Barbarossa flag then,Israel,negative
1720318748463141014,"Hundreds of people posting this saying Israel can't possible win, while also crying about imminent genocide. Which one is it?",Israel,negative
1720217748922335436,"Activists continue calling for a #boycott of brands that support #Israel despite its war crimes. 
This is a viral video in #Bangladesh.
#Gazagenocide.",Israel,negative
1719482046454571439,"Upper West Side NYC - “f*ck you and f*ck Israel” … other woman “f*ck you b*tch … f*ck you and Israel” while both tearing down posters of kidnapped Israeli children taken by Hamas terrorists.

Help identify them!",Israel,negative
1720289824089723151,"This is the most accurate and realistic  
Interview played on US MSM. Can’t believe it 

We need to blast this video to get it to more people. 

#Israel #Gaza",Israel,positive
1720236626801205327,"🇮🇶 Iraqi resistance attacks Israel from the side of the dead sea.

🇱🇧 Lebanese resistance attacks Israel from the north.

🇾🇪 Yemeni resistance attacks Israel from the south.

🇸🇾 Syrian resistance attacks Israel from the Golan.

🇵🇸 Gaza is not alone.",Israel,negative
1720303820910342644,"Looks like Israel might be outlawing opposition to the war: 
timesofisrael.com/minister-r…

They unveiled a new law ""that would allow Israel to strip individuals of citizenship if they express solidarity with terror groups or incite terror during times of war. The law would give the interior minister special war-time powers allowing them to remove the citizenship of individuals deemed to be supporting or encouraging terrorism. Rather than go to the courts, the minister would only need the approval of the justice minister"".

It obviously depends how they define ""expressing solidarity with terror groups"" but given the fact the interpretation of it seems to be at the discretion of the current government - bypassing due legal process in court - it's fair to assume the definition will be very broad... For instance it'd be easy to make the case that someone who opposes the assault on Gaza for the enormous amount of civilian deaths is ""expressing solidarity with Hamas""... At the very least, such legislation will likely intimidate people into not voicing opposition, for fear of it being interpreted that way by the current far-right Netanyahu government, who again would do the interpreting...

""The only democracy in the Middle East"" 🙄",Israel,neutral
1720165048105001186,please don't stop being angry for what's happening in Palestine. please don't stop being angry for these war crimes. please don't stop being angry for all the innocent lives we're losing.,Palestine,negative
1720315060977897850,"My message to the people of Gaza and Palestine |   🇵🇸رسالتي إلى أهل غزة وفلسطين

""There are no words to express the shame that we feel about what is happening to you in Gaza; and shame on the world for allowing you to go through this nightmare. 

It is so cruel to see the children of Gaza going to hospital instead of school, and being bombed instead of playing and enjoying life.

We are trying to demonstrate, to educate, and make the world aware of the injustices and cruelty of this criminal entity called ""Israel"". Words cannot express the sorrow that we feel. 

You are truly such a strong and brave people. We believe in you. We are proud of you. You, the people of Palestine, you the people of Gaza, you have shown us what a homeland means to the people whom it truly belongs to.

People of Palestine, people of Gaza, you really resemble your olive trees, whose roots are so deep in this land. Unshakeable. The world with all its might and weapons could never break you because God is in your heart and His words are your swords.

Everyone, from East to West is up in arms about the images that are coming out of Gaza. We support you with our hearts, with our minds, and with our prayers. We are all trying to do our bit, to make your voices, your suffering, and your needs heard. We will never shut up about this genocide. We will get justice for you, whatever it takes.

We know the big powers have abandoned you and betrayed you; they persecute you, just like they persecuted Jesus. But just as Jesus was resurrected, so will Palestine be resurrected. Your pain became the pain of all humankind. The names ""Gaza"" and ""Palestine"" thunder across the globe, as armies of people march for you. And why wouldn't they? Are you not the Defenders of al Aqsa, and the Guardians of al Quds?

Our love, our prayers, and our thoughts are with you, every moment of every day; and God willing you will emerge victorious.""",Palestine,negative
1720110060657856522,"Hezbollah slogan:

“The next world is the world of Palestine”",Palestine,neutral
1720304489066873263,All out for Palestine,Palestine,neutral
1720215849733087474,🇵🇸 FREE PALESTINE!,Palestine,positive
1720262063157596282,🇵🇸 Man is asked why he supports Palestine.,Palestine,neutral
1717872840089735414,"Martyrs and wounded in the Israeli occupation warplanes targeting of the White #Mosque in Al-Shati Refugee Camp west of Gaza City. It is noteworthy that the #Israeli occupation has destroyed around 38 mosques so far.

#Gaza_under_attack
#Palestine
#Israeliwarcrimes",Palestine,negative
1719800844927778987,"Power of #faith determines the battle
#Gaza #Palestine",Palestine,neutral
1720088071570592132,putting this video on the tl make sure you dont forget who we are fighting for. they arent just numbers or names. they are people with lives and dreams and they deserve to live in a liberated palestine,Palestine,neutral
1720166408468955440,🎗️Reminder: Don't stop talking about Palestine.,Palestine,neutral
1720145484226945531,"Free Palestine, Free Sudan, Free Congo, Free Tigray, Free the Uyghurs in China, free every nation facing genocide and colonial occupation. Everyone either turns a blind eye or just never hears abt it. The world is run by disgusting leaders.",Palestine,negative
1720279132649795936,"“free palestine from the river to the sea” means palestinians no longer live in an apartheid state and are free of the occupation and have equal rights & representation, not genocide of the jews.

just like “black lives matter” never meant white lives don’t matter.",Palestine,negative
1719807321390325770,palestine has existed and will always exist,Palestine,neutral
1720112424009752680,🇵🇸🇮🇱 A doctor in Gaza recognises her daughter among those injured in an Israeli attack.,Gaza,neutral
1720194439358910655,"Where’s your mom? Dead.

#Gaza",Gaza,negative
1720312109555167234,I am still alive | Gaza,Gaza,positive
1720076444104319339,"Again, Hamas is the official government of Gaza. Every report about low resources should be focused on why they aren’t sharing them with the population.",Gaza,negative
1719957517877268677,"“I reiterate my call for an immediate humanitarian ceasefire and for unimpeded humanitarian access to be granted consistently, safely and to scale in order to meet the urgent needs created by the catastrophe unfolding in #Gaza.” - @antonioguterres",Gaza,neutral
1720074815414136979,"Skull for Gaza

The fascist Holocaust
Today, in Gaza, it became
in zionist genocide
against the Palestinian people.

Let's stop the killing
demanding, of course,
a ceasefire is declared.
(May hope not die).",Gaza,negative
1719975277202170272,"Russia shelled 118 settlements in Ukraine yesterday

The most intense shelling of 2023 

Gaza might have people's attention but the Ukraine War is still raging",Gaza,negative
1719978924698960056,"The Palestinian Journalists' Union calls out Western media for ethically respecting ""basic journalistic standards"" in their coverage of the ongoing massacre in #Gaza. There are 25 journalists killed since October 7. pjs.ps/palestinian-journalis…",Gaza,negative
1720314833306816815,"Soldiers from the Golani Brigade’s 13th Battalion and the Armored Corps’ 53rd Battalion clashed with multiple terrorist squads inside Gaza overnight. 

The terrorists fired anti-tank missiles at the troops, activated a number of IEDs and attempted to climb onto one of the troop’s vehicles. 

Soldiers on the ground directed aircraft and artillery strikes—neutralizing the terrorists and their threats.",Gaza,negative
1720187580828766448,"I’m at 30th Street Station where the largest interfaith civil disobedience demanding a #CeasefireNOW since the crisis in Gaza just began. Multifaith, multiracial, multigenerational Philadelphians have gathered to say stop the genocide of Palestinians — Ceasefire now! #LetGazaLive",Gaza,neutral
1720183362982191522,"Humanity is dead, living consciences are dead🇵🇸💔
#gaza",Gaza,negative
1720140015034888197,"It has been a wonderful joy to meet teachers and children in Gaza over the years – and learn from their empathy, curiosity and humanity.

I don’t know if those teachers or children are still alive. I don’t know.

Please, we need a ceasefire, now.",Gaza,positive
1720306825885798755,"Korean, Daud Kim boycotting Israeli products.
#FreePalestine #Gaza_Triumphs #Gaza #GazaGenoside",Gaza,negative
1720260380554039341,Breaking news: The American House of Representatives just voted to give Israel more weapons to further deepen US involvement in Israel's genocidal attacks on Palestinians in Gaza. The costs they will incur this time are USD 14.3 M (IDR 226.46 T). An embarrassing day in Congress.,Gaza,negative
1720294035267469592,"Most probably without anesthesia this kid is laid on the floor for a life- saving surgery in a storage room.

I’m literally watching humanity dying 

America and the west in general not only allowing it, you are bankrolling this horror .

#Gaza 
#Israel",Gaza,negative
1720182222106366207,🚨🇮🇱 ISRAEL IS A TERRORIST STATE!,Israel,negative
1720318747037356471,"Asking for proof actually shows off your illness, Grandma, you are indeed sick",Israel,negative
1720215711925043260,"Israel's ministers, parliamentarians, generals, president, & prime minister have all said stuff about Gaza that *sounds* genocidal to a lot of experts on genocide. 

I laid out the evidence on the @MehdiHasanShow. 

Israeli officials, in their own words:",Israel,negative
1720318746550472887,May Allah destroy Israel quickly. Ameen.,Israel,negative
1720289705726509224,🇮🇱 Israel has to have the zestiest “army” of all time.,Israel,positive
1720121850720649634,"Today we are faced with the most legitimate and realistic map to know who supports crime, oppression and the planned GENOCIDl0. The only countries in the world that did not support the Resolution against the Blockade of Cuba were: the US 🇺🇸, Israel 🇮🇱 and Ukraine 🇺🇦

IT'S NOT A COINCIDENCE",Israel,negative
1720318746278121560,"pro-Zionists, now pro-Palestinians may get guidance through Jokowi

those who are pro-Zionist are eating good framing by the media, suddenly now duarrr...
Israel's cruelty, cruelty kills civilians without mercy

In the past, those who were pro Jokowi were consumed by popular sentiment

now dammit, bastard",Israel,negative
1720318746110423351,"fuck u and fuck israel 🖕
ZIONIST ISRAEL are BABY KILLERS
ZIONIST ISRAEL is a TERRORIST STATE
#FreePalestineFromZionist",Israel,negative
1718722123600998576,israel is bombing three countries at the same time (4 if we count egypt) yet some are still thinking theyre the victim ?,Israel,negative
1720114643715162238,"Zionist woman, who supports Israel, says that all anti-Zionist Torah Jews should be killed in gas chambers, that Hitler should have killed them all, and that he made a mistake by not killing them all.🇮🇱",Israel,negative
1720119288202203194,Israel is raining down bombs on the Gaza city - when will the world wake up?,Israel,negative
1720143244904878304,What is the point of Indonesia giving a hospital to #Gaza if it does nothing while it is destroyed ? What’s the point of Turkey giving a cancer hospital and then doing nothing while Israël destroys it? What’s the point of UN schools clinics and food services in Gaza if a member of the UN can bomb them with illegal weapons without consequence? What’s the point…,Israel,negative
1720091278782890281,"-Turkey built a big wall to stop MusIim refugees

-Pakistan destroyed homes of Afghani refugees

-Egypt refused to accept Palestinian refugees

-Shame on India for not giving voting rights to Rohingya MusIims & not sending Army to fight for #Palestine",Palestine,negative
1720318744935670237,"Beyond words..

#Palestine",Palestine,neutral
1720196680493195319,do NOT stop speaking about Palestine if a ceasefire is called. That is NOT the end goal. Do not put it past israel to break the agreement either,Palestine,negative
1719063866343329941,"genocide is happening in different parts of the world rn: palestine, syria, lebanon, congo, sudan (darfur), haiti, armenia, india (kashmir), myanmar (rohingya), turkey (kurdistan) and MANY MORE. from this sheer amount only, world leaders are really aiming to normalize genocide.",Palestine,negative
1720191894616199467,"🫒 Admist the olive trees, 
our heritage takes hold, 
A mosaic of history, 
A story to be told. 

Children taken too soon, innocence undone,
I wish they could witness a free Palestine's sun.

In a land where love runs deep and true,
My country, my people, I stand with you. 🍉🇵🇸🕊️",Palestine,neutral
1719665826075234583,"‘death to arabs’ is perfectly fine but ‘from the river to the sea, palestine will be free’ is antisemitic?",Palestine,negative
1719948880098607331,"""We implore The University of Melbourne to stand on the right side of history by condemning Israel’s genocidal attack against the people of Palestine.""

Calling all @UniMelb affiliates to read and sign this powerful open letter. 
overland.org.au/2023/11/open…",Palestine,neutral
1720078559237341589,"Today marks 106 years since Britain issued its colonial #BalfourDeclaration, which gave our land away and reduced us to the ""non-Jewish"" population. The ongoing campaign of mass murder against our people in #Gaza and all over #Palestine is a stark reminder of the catastrophic consequences of that declaration. It is the  responsibility of the UK to correct this historic injustice, demand an immediate end to Israel's aggression, recognise the #State_of_Palestine and collect international support to once and for all end Israel's #occupation.",Palestine,negative
1720139674235330879,palestine persists,Palestine,negative
1720120627774812219,"The adults in Palestine are equally as precious and innocent as the children. All of them deserve to be safe, and free. None of them deserve this oppression and occupation.",Palestine,neutral
1720147318513483829,"Why don't Turkish soldiers go to Gaza?!

#Palestine #GazaGenocide #FreePalestine Turkish Armed Forces to Gaza",Palestine,negative
1720305569075274123,"Give them a chance to live 

Free Free Palestine 

@RTErdogan
@KingSalman 
@UNICEF 

#FreePalestine 
#StopGazaGenocide",Palestine,neutral
1719725136138342850,"The London office for the Islamic Human Rights Commission has been vandalised. 

In response, the IHRC said: ""They target us because of our support for Palestine. We will not be silenced.""

@ihrc #London #Palestine",Palestine,negative
1720318244395860140,Razan sending Greetings from Gaza,Gaza,positive
1720125996236423405,"Desperate Palestinian father searches for his children among the rubble of his house which has been bombed by lsraeli warplanes during a heavy air attack on Bureij camp, Gaza.",Gaza,negative
1720163742581747825,"In Gaza, with every passing hour, Israeli attacks:

-They kill 15 people, of which 6 are children.
-they hurt (they don't hurt, they hurt, and that includes amputations and serious permanent damage) 35 people.
-They drop 42 bombs.
-they destroy 12 buildings.

The average of the first 19 days of war is 370 deaths per day.

But in recent days, the murderous rhythm has intensified, as shown in this graph from Al Jazeera (this is when certain human beings say ""ah, Al Jazeera! And you believe them?"" As if fewer deaths per day -350 or 320 or 300 - were not something very serious... aren't human beings supposed to be... humanitarian?): on October 24, for example, they killed 756 people, more than double the average.",Gaza,negative
1720023693923905551,Gaza Strip is being flattened.,Gaza,negative
1720160055901696092,"“Children of Gaza, children of Palestine, it is humanity that is being murdered! » Place de la République this evening📍

Against the genocide
Against colonization
Against France's complicity

Meet on Saturday for a massive demonstration in support of Palestine 🇵🇸",Gaza,neutral
1720079272432546244,"""Why isn't Hezbollah destroying Tel Aviv with heavy missiles ?""

This is very simple.. Hezbollah has the luxury to do military operations on a front without Israel destroying Beirut like Gaza. This is because the destruction of Beirut will immediately lead to the destruction of Tel Aviv. This balance allows Hezbollah to grind the Israeli military in northern Palestine without igniting a war of mass destruction. 

Lebanon can fire missiles at Tel Aviv, but instead of crying for Palestinian children, you will double your cries and cry for Lebanese children too, the scope of massacres will double.

Why double the massacres when you can do military operations without full scale war ?

Israeli defenses are getting grinded in the northern front at the moment.",Gaza,negative
1718722231856214152,"Leaked: Israeli plan to ethnically cleanse Gaza
ift.tt/orIBduY",Gaza,neutral
1719971272065495349,"🔴FLASH: 🇮🇱🇵🇸 Palestinian thanking Orthodox Jews for calls to end war
✅We need more people like this on both sides
#FreePalestine #Gaza #Ciaran #LUMS #Palestine #Islamophobia #IsraelTerrorism #GazaGenocide",Gaza,neutral
1720081380036780303,"🇮🇱🇵🇸 | A mother, crying over the body of her son killed in an Israeli airstrike in Gaza, shouts at a journalist's camera: ""this happened because of those Hamas dogs."" A ""rescue worker"" covers his mouth and orders him to shut up.",Gaza,negative
1720110814546256168,"🔴UPDATE #Israel #Palestine

- UN experts have called for a truce in Gaza, stating that the Palestinian people were at ""grave risk of genocide""

- A Hamas rocket launched from Lebanon has wounded at least two people and caused damage in the northern Israeli city of Kiryat Shmona

More here ⤵️
middleeasteye.net/news/israe…",Gaza,negative
1720124885492523357,"Gaza City now appears to be under Siege by Israeli Ground, Naval, and Air Assets.",Gaza,negative
1720178317435814018,🚨🇮🇱 ISRAELI TERRORISTS just intentionally BOMBED an ambulance in Gaza.,Gaza,negative
1720199024945590563,"I'm sorry for BangOnim, because I can't go there, even though right now it's very clear that Gaza is the land that leads to Heaven.
🥺🥺🥺",Gaza,negative
1720254644323070312,"@RealScottRitter 💯 on point 

If you remove the civilians death. This war is over and the resistance axis has won. 

The collective west will never recover.  Imperialism has been defeated. 

#gaza #lebanon #Wagner #yemen #Syria #Iraq #حزب_الله #Hezbullah",Gaza,negative
1720315570187546857,"LATEST

IDF RELEASES LIST OF 4 MEMBERS DISABLED (DEAD) AND 3 MORE SERIOUSLY INJURED DUE TO BATTLE IN GAZA

1) Captain Beni Wais, Company Commander of the 195th Battalion of the 460th Armored Brigade from Haifa

2) Master Sergeant (Reserve) Uriah Mash of the 52nd Battalion of the 401st Armored Brigade from Talmon

3) Reserve Master Sergeant Yehonatan Yosef Brand 28 years old from the 52nd Battalion of the 401st Armored Brigade from Jerusalem

4) Reserve Sergeant Major Gol Pishitz, a 39-year-old tank driver from the 9th Battalion of the 401st Armored Brigade from Harish

3 SERIOUSLY INJURED

1) A member of the 52nd Battalion of the 401st Armored Brigade

2) A member of Battalion 7008 Brigade 551

3) A member of the 429th Battalion of the Harel Brigade

Their identities have not been disclosed",Gaza,neutral
1720213021593604201,"🚨🇵🇸 The skyline over Gaza looks like HELL ON EARTH.

🇮🇱 But the media will STILL tell you “Israel is good” & “Palestinians are bad.”",Gaza,negative
1720153410094166102,"More than 11,000 people have been killed in the lsraeli bombing on Gaza.",Gaza,negative
1720312347623903290,"🇵🇸🇮🇱 ""Rockets Targeted Us [while we evacuated]""

Palestinian girl shared her evacuation story to South Gaza:

""As we were driving a rocket targeted us, my mom was bleeding, and my 8 year old sisters hands were amputated as I had no idea where my 5 year old sister was.""",Gaza,negative
1720021132823208092,"This is Executive Director of UNICEF. She is married to Thomas E. Donilon, Chairman of the BlackRock. BlackRock invests $36 billion in military weapons which are currently being used to kill thousands of children in Gaza right now.",Gaza,negative
1720208384555712801,"“We're on the right side of history”

We are on the right side of history...

Celtic fans said this while supporting Palestine.

Some people in Turkey will not be able to say this sentence...
And history will always remember them

#gaza #gaza",Gaza,neutral
1719999134126514617,"Grieving Palestinian in Gaza: “All this is because of the dogs of Hamas.”
(""All this because of the Hamas club"")

They immediately covered her mouth to silence her.",Gaza,negative
1720287639780106345,"It is 5 am - we woke up on this. 

We do not have words to describe how we feel. 
@Hind_Gaza @alijadallah66",Gaza,negative
1720318733212627261,"Water runs out in gaza strip, 
People saying even salty water not available.

@UN #Gaza #غزة_تنتصر #Palestine @Byoussef @georgegalloway @jacksonhinklle",Gaza,negative
1720318732881502607,What is happening in #GAZA Layal!?,Gaza,neutral
1720200234091888898,"The courage, dignity, and complete submission of the Palestinians to God have a shocking effect on Israeli and Western youth, causing an explosion of interest in Islam!
Hallelujah.
God is great.
#CeasefireForGaza #Gaza_Genocide #FreePalestine",Gaza,neutral
1720157301468774722,"🚨🇮🇱 Israel has been BOMBING Gaza for 13 STRAIGHT HOURS! 

Follow @stairwayto3dom (source)",Gaza,negative
1720207746916626837,"Words of Israeli professor of Holocaust and genocide studies at Brown University Omer Bartov. One of the world’s leading authorities on the subject of genocide says on MSNBC:
""The possibility of genocide is staring us in the face"" in Gaza
Watch the interview",Gaza,negative
1720232688236261441,"💔🇵🇸 His family is trapped under the rubble.

The media won’t show you the TRUTH about PALESTINE!",Palestine,negative
1720179641711829158,"“The vest doesn’t protect us
The helmet doesn’t protect us
The press logo doesn’t protect us
So what’s the point of wearing them?” 

A Palestine TV correspondent mourns his colleague, who was killed by Israeli forces with his family in Khan Younis.",Palestine,negative
1719982667339350471,Dating an emotionally intelligent man is top tier 🤝,Palestine,positive
1720141036729630842,Isn't Imran Khan's message very clear?,Palestine,neutral
1720145386986192971,"Only humans can understand this

FREE PALESTINE 🇵🇸✊🏻
🇲🇨 Stand with Palestine 🇵🇸

#FreePalestine
#GazaGenocide
#IsraelTerroristCountry",Palestine,neutral
1720239270701514995,if only they cared about giving their citizens free healthcare and education as much as they care about ethnically cleansing palestine,Palestine,negative
1719856429853544908,Palestine will be free 🇵🇸 #CeasefireNOW #FreePalestine,Palestine,neutral
1720318737608479132,"I have no need to share both grief and joy-prolonged nor short term.

Those who need it: share what's happening in Palestine to defeat the israhelldwellers' propaganda. It's like the opposite of poetry. That's what honeypot and I'm doing. Also, anything from assim needs a little salt",Palestine,negative
1720318737486614973,"If in these past three weeks you have gotten closer to your Lord, detached from wordly things, forgiven people who hurt you and realized this is all a temporary test, then understand that:

🚫We are not freeing Palestine! 
✅Palestine is freeing us, Subhanallah🥹",Palestine,neutral
1720314850478587970,"“We are the footprints on the northern trail
We are the iron coloring the soil
We cannot be erased.”
-Remi Kanazi

Ceasefire now. End the occupation. 

Free Palestine. 🇵🇸",Palestine,neutral
1720101906092343393,WE STAND WITH PALESTINE 🇵🇸,Palestine,positive
1720111155824496977,"Under the Leadership of @MoulanaOfficial Massive Protest start in Karachi Pakistan.
#Al-Aqsa_Flood_Sand_Amen_CanFrance #Gaza_Triumphs
#Palestine #Gaza @jacksonhinklle",Gaza,neutral
1720272777939185813,"“Our colleague, Mohammed Abu Hatab was here, just half an hour ago. And now he has left us.”

A journalist in Gaza broke down on live television after his colleague was killed by an Israeli air strike, along with his wife, son, and brother, and many other victims from his family",Gaza,negative
1719861718996652513,"Angelina Jolie:

""This is the deliberate bombing of a trapped population who have nowhere to flee. Gaza has been an open-air prison for nearly two decades and is fast becoming a mass grave. 40% of those killed are innocent children. Whole families are being murdered. While the world watches and with the active support of many governments, millions of Palestinian civilians - children, women, families - are being collectively punished and dehumanized, all while being deprived food, medicine and humanitarian aid against international law. By refusing to demand a humanitarian ceasefire and blocking the UN Security Council from imposing one on both parties, world leaders are complicit in these crimes.""🇵🇸",Gaza,negative
